domain,cleaned_path
88841775.mds-sc.com,/iao/
88841775.mds-sc.com,/index.htm
88841775.mds-sc.com,/info/1028/4096.htm
88841775.mds-sc.com,/info/1028/4132.htm
88841775.mds-sc.com,/jjh/
88841775.mds-sc.com,/js/jzg.htm
88841775.mds-sc.com,/js/xs.htm
88841775.mds-sc.com,/js/xy.htm
88841775.mds-sc.com,/jwc/
88841775.mds-sc.com,/kfy/
88841775.mds-sc.com,/kxyj/yjjg/rwskl.htm
88841775.mds-sc.com,/kxyj/yjjg/zrkxl.htm
88841775.mds-sc.com,/ldsr/
88841775.mds-sc.com,/rsc2025/info/1015/1922.htm
88841775.mds-sc.com,/sylm/gg.htm
88841775.mds-sc.com,/sylm/mdbst.htm
88841775.mds-sc.com,/sylm/tzgg.htm
88841775.mds-sc.com,/sylm/xbtg.htm
88841775.mds-sc.com,/szdw.htm
88841775.mds-sc.com,/xsc/
88841775.mds-sc.com,/xsjw/
88841775.mds-sc.com,/xww/index.htm
88841775.mds-sc.com,/xww/jxky.htm
88841775.mds-sc.com,/xww/jyjx.htm
88841775.mds-sc.com,/xww/mdxb.htm
88841775.mds-sc.com,/xww/stxy.htm
88841775.mds-sc.com,/xww/xsky.htm
88841775.mds-sc.com,/xxkg/dxzc.htm
88841775.mds-sc.com,/xxkg/lrld.htm
88841775.mds-sc.com,/xxkg/mdyx.htm
88841775.mds-sc.com,/xxkg/xrld.htm
88841775.mds-sc.com,/xxkg/xxbs.htm
88841775.mds-sc.com,/xxkg/xxjj.htm
88841775.mds-sc.com,/xyw/
88841775.mds-sc.com,/yjsy/
88841775.mds-sc.com,/zlzh/
88841775.mds-sc.com,/ztzl.htm
88841775.mds-sc.com,/zzjg/yxsz.htm
88841775.mds-sc.com,/zzjg/znbm.htm
88841775.mds-sc.com,/zzjg/zsdw.htm
academy.mdfgroup.com,/about-us/
academy.mdfgroup.com,/blog-grid/
academy.mdfgroup.com,/category/mdf-blog/
academy.mdfgroup.com,/course-tag/erigo/
academy.mdfgroup.com,/course-tag/excel-hr/
academy.mdfgroup.com,/course-tag/xeo/
academy.mdfgroup.com,/courses/erigo/lesson/erigo-animation/
academy.mdfgroup.com,/dashboard/retrieve-password
academy.mdfgroup.com,/disclaimer/
academy.mdfgroup.com,/download-category/mdf-catalogues/
academy.mdfgroup.com,/download/aqu-lift/
academy.mdfgroup.com,/download/aquapure-ll/
academy.mdfgroup.com,/download/cutera-xeo/
academy.mdfgroup.com,/download/evolve/
academy.mdfgroup.com,/download/gentle-rf/
academy.mdfgroup.com,/download/inmode/
academy.mdfgroup.com,/download/neauvia/
academy.mdfgroup.com,/download/nobleen/
academy.mdfgroup.com,/download/picocare/
academy.mdfgroup.com,/download/prime-810/
academy.mdfgroup.com,/download/trusculpt/
academy.mdfgroup.com,/faqs/
academy.mdfgroup.com,/home-v3/
academy.mdfgroup.com,/home-v6/
academy.mdfgroup.com,/instructor-registration/
academy.mdfgroup.com,/lp-courses/
academy.mdfgroup.com,/my-account/
academy.mdfgroup.com,/product-category/catalogues/
academy.mdfgroup.com,/student-registration/
academy.mdfgroup.com,/teachers/
afrique2.medias24.com,/abonnement
afrique2.medias24.com,/author/afp/
afrique2.medias24.com,/author/h-oumaima/
afrique2.medias24.com,/author/map/
afrique2.medias24.com,/categorie/afrique/chine-afrique/
afrique2.medias24.com,/categorie/amdie/
afrique2.medias24.com,/categorie/automobile/auto-actualites/
afrique2.medias24.com,/categorie/automobile/auto-nouveautes/
afrique2.medias24.com,/categorie/coronavirus/
afrique2.medias24.com,/categorie/decouvertedumaroc/
afrique2.medias24.com,/categorie/eau/
afrique2.medias24.com,/categorie/environnement/
afrique2.medias24.com,/categorie/idees/editos/
afrique2.medias24.com,/categorie/infographies/
afrique2.medias24.com,/categorie/le-fil/
afrique2.medias24.com,/categorie/leboursier/bourse-leboursier/
afrique2.medias24.com,/categorie/leboursier/startups-leboursier/
afrique2.medias24.com,/categorie/les-plus/
afrique2.medias24.com,/categorie/maroc-digital/
afrique2.medias24.com,/categorie/meteo/
afrique2.medias24.com,/categorie/morocconow/investissements/
afrique2.medias24.com,/categorie/morocconow/le-pitch/
afrique2.medias24.com,/categorie/nation/
afrique2.medias24.com,/categorie/politique/
afrique2.medias24.com,/categorie/portraits/
afrique2.medias24.com,/categorie/redaction/
afrique2.medias24.com,/categorie/scroller/
afrique2.medias24.com,/categorie/societe/
afrique2.medias24.com,/categorie/sport/can-2023/
afrique2.medias24.com,/guide_voiture_au_maroc
afrique2.medias24.com,/guide_voiture_au_maroc/
afrique2.medias24.com,/guide_voiture_au_maroc/categorie/cabriolet/
afrique2.medias24.com,/guide_voiture_au_maroc/categorie/compacte/
afrique2.medias24.com,/guide_voiture_au_maroc/categorie/grand-suv/
